2803,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2019-02-22 13:00:00,25.5,47.5,13.5,010034484
2,2019-02-22 14:00:00,25.0,47.0,12.9
3,2019-02-22 15:00:00,24.5,53.0,14.3
4,2019-02-22 16:00:00,24.0,53.5,14.0
5,2019-02-22 17:00:00,22.0,53.0,12.0
6,2019-02-22 18:00:00,19.0,59.0,10.8
7,2019-02-22 19:00:00,18.5,55.5,9.4
8,2019-02-22 20:00:00,18.5,53.5,8.9
9,2019-02-22 21:00:00,18.0,56.0,9.1
10,2019-02-22 22:00:00,17.5,57.0,8.9
11,2019-02-22 23:00:00,17.0,55.0,7.9
12,2019-02-23 00:00:00,16.5,54.5,7.3
13,2019-02-23 01:00:00,16.0,56.0,7.2
14,2019-02-23 02:00:00,15.5,56.0,6.8
15,2019-02-23 03:00:00,15.0,56.5,6.4
16,2019-02-23 04:00:00,15.0,56.5,6.4
17,2019-02-23 05:00:00,14.5,57.0,6.1
18,2019-02-23 06:00:00,14.5,57.5,6.2
19,2019-02-23 07:00:00,14.0,58.5,6.0
20,2019-02-23 08:00:00,12.5,58.5,4.6
21,2019-02-23 09:00:00,13.5,64.0,6.8
22,2019-02-23 10:00:00,17.0,61.0,9.4
23,2019-02-23 11:00:00,24.5,46.5,12.3
24,2019-02-23 12:00:00,29.0,34.0,11.6
25,2019-02-23 13:00:00,25.5,37.5,9.9
26,2019-02-23 14:00:00,24.0,39.0,9.2
27,2019-02-23 15:00:00,23.5,38.5,8.6
28,2019-02-23 16:00:00,22.5,50.5,11.7
29,2019-02-23 17:00:00,22.0,56.0,12.8
30,2019-02-23 18:00:00,19.5,49.5,8.7
31,2019-02-23 19:00:00,16.5,48.5,5.6
32,2019-02-23 20:00:00,16.5,47.0,5.2
33,2019-02-23 21:00:00,16.0,47.0,4.7
34,2019-02-23 22:00:00,16.0,46.5,4.6
35,2019-02-23 23:00:00,15.5,47.5,4.4
36,2019-02-24 00:00:00,15.0,48.0,4.1
37,2019-02-24 01:00:00,14.5,49.5,4.1
38,2019-02-24 02:00:00,13.5,50.0,3.3
39,2019-02-24 03:00:00,13.5,52.0,3.8
40,2019-02-24 04:00:00,13.0,53.5,3.8
41,2019-02-24 05:00:00,13.0,58.0,4.9
42,2019-02-24 06:00:00,12.5,58.5,4.6
43,2019-02-24 07:00:00,12.5,59.5,4.8
44,2019-02-24 08:00:00,10.5,61.0,3.3
45,2019-02-24 09:00:00,11.5,66.5,5.5
46,2019-02-24 10:00:00,16.0,59.5,8.1
47,2019-02-24 11:00:00,24.5,41.0,10.4
48,2019-02-24 12:00:00,30.0,36.0,13.3
49,2019-02-24 13:00:00,24.5,30.5,6.0
50,2019-02-24 14:00:00,23.5,33.5,6.5
51,2019-02-24 15:00:00,23.0,35.0,6.7
