2784,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2019-05-07 18:00:00,26.0,42.0,12.1,010034750
2,2019-05-07 18:15:00,25.5,39.0,10.5
3,2019-05-07 18:30:00,25.5,49.0,14.0
4,2019-05-07 18:45:00,25.5,53.5,15.4
5,2019-05-07 19:00:00,25.5,55.5,15.9
6,2019-05-07 19:15:00,25.0,58.0,16.2
7,2019-05-07 19:30:00,24.5,58.5,15.8
8,2019-05-07 19:45:00,24.5,61.5,16.6
9,2019-05-07 20:00:00,24.0,63.5,16.6
10,2019-05-07 20:15:00,23.0,60.5,14.9
11,2019-05-07 20:30:00,22.0,61.0,14.1
12,2019-05-07 20:45:00,21.5,59.0,13.2
13,2019-05-07 21:00:00,21.0,61.5,13.3
14,2019-05-07 21:15:00,20.5,63.5,13.3
15,2019-05-07 21:30:00,21.0,64.0,13.9
16,2019-05-07 21:45:00,21.0,64.5,14.1
17,2019-05-07 22:00:00,21.0,66.0,14.4
18,2019-05-07 22:15:00,21.0,68.0,14.9
19,2019-05-07 22:30:00,21.0,67.0,14.6
20,2019-05-07 22:45:00,21.0,66.0,14.4
21,2019-05-07 23:00:00,20.5,67.5,14.3
22,2019-05-07 23:15:00,20.5,68.5,14.5
23,2019-05-07 23:30:00,20.0,68.0,13.9
24,2019-05-07 23:45:00,20.0,66.5,13.6
25,2019-05-08 00:00:00,20.0,67.0,13.7
26,2019-05-08 00:15:00,19.5,67.5,13.3
27,2019-05-08 00:30:00,19.5,68.5,13.6
28,2019-05-08 00:45:00,19.0,70.0,13.4
29,2019-05-08 01:00:00,19.5,67.5,13.3
30,2019-05-08 01:15:00,19.5,67.5,13.3
31,2019-05-08 01:30:00,19.5,67.0,13.2
32,2019-05-08 01:45:00,20.0,70.0,14.4
33,2019-05-08 02:00:00,20.0,70.5,14.5
34,2019-05-08 02:15:00,20.0,70.0,14.4
35,2019-05-08 02:30:00,20.0,68.5,14.0
36,2019-05-08 02:45:00,20.0,69.0,14.1
37,2019-05-08 03:00:00,20.0,69.0,14.1
38,2019-05-08 03:15:00,19.5,69.5,13.8
39,2019-05-08 03:30:00,19.5,70.0,13.9
40,2019-05-08 03:45:00,19.5,71.0,14.1
41,2019-05-08 04:00:00,19.5,72.5,14.4
42,2019-05-08 04:15:00,19.0,71.5,13.7
43,2019-05-08 04:30:00,19.0,72.0,13.8
44,2019-05-08 04:45:00,19.0,72.0,13.8
45,2019-05-08 05:00:00,19.0,71.5,13.7
46,2019-05-08 05:15:00,19.5,70.5,14.0
47,2019-05-08 05:30:00,19.5,69.5,13.8
48,2019-05-08 05:45:00,19.5,69.5,13.8
49,2019-05-08 06:00:00,19.5,71.0,14.1
50,2019-05-08 06:15:00,19.5,70.5,14.0
51,2019-05-08 06:30:00,19.5,72.0,14.3
52,2019-05-08 06:45:00,19.0,71.5,13.7
