1298,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
1,2019-01-30 17:00:00,13.0,56.5,4.6,,010014031
2,2019-01-30 17:30:00,11.5,58.5,3.7,
3,2019-01-30 18:00:00,10.0,60.0,2.6,
4,2019-01-30 18:30:00,9.5,59.5,2.0,
5,2019-01-30 19:00:00,9.5,58.5,1.8,
6,2019-01-30 19:30:00,9.0,57.5,1.1,
7,2019-01-30 20:00:00,8.5,57.5,0.6,
8,2019-01-30 20:30:00,8.5,57.0,0.5,
9,2019-01-30 21:00:00,8.0,57.0,0.0,
10,2019-01-30 21:30:00,7.5,56.5,-0.6,
11,2019-01-30 22:00:00,7.5,56.0,-0.7,
12,2019-01-30 22:30:00,7.5,55.5,-0.8,
13,2019-01-30 23:00:00,7.5,55.5,-0.8,
14,2019-01-30 23:30:00,7.5,54.5,-1.1,
15,2019-01-31 00:00:00,7.5,53.5,-1.3,
16,2019-01-31 00:30:00,8.0,52.5,-1.1,
17,2019-01-31 01:00:00,8.0,51.5,-1.4,
18,2019-01-31 01:30:00,7.5,51.5,-1.8,
19,2019-01-31 02:00:00,7.5,51.0,-2.0,
20,2019-01-31 02:30:00,8.0,50.5,-1.6,
21,2019-01-31 03:00:00,8.0,50.5,-1.6,
22,2019-01-31 03:30:00,8.0,50.5,-1.6,
23,2019-01-31 04:00:00,7.5,50.0,-2.2,
24,2019-01-31 04:30:00,7.5,52.0,-1.7,
25,2019-01-31 05:00:00,8.0,55.0,-0.5,
26,2019-01-31 05:30:00,8.0,57.5,0.1,
27,2019-01-31 06:00:00,8.0,59.5,0.6,
28,2019-01-31 06:30:00,8.0,61.5,1.1,
29,2019-01-31 07:00:00,8.0,62.5,1.3,
30,2019-01-31 07:30:00,8.0,66.0,2.0,
31,2019-01-31 08:00:00,8.5,70.5,3.5,
32,2019-01-31 08:30:00,8.0,70.0,2.9,
33,2019-01-31 09:00:00,7.5,70.0,2.4,
34,2019-01-31 09:30:00,8.0,70.0,2.9,
35,2019-01-31 10:00:00,8.5,68.5,3.0,
36,2019-01-31 10:30:00,9.5,67.5,3.8,
37,2019-01-31 11:00:00,10.5,67.5,4.7,
38,2019-01-31 11:30:00,12.0,65.0,5.6,
39,2019-01-31 12:00:00,12.5,64.5,6.0,
40,2019-01-31 12:30:00,13.5,63.0,6.6,
41,2019-01-31 13:00:00,15.5,60.5,7.9,
42,2019-01-31 13:30:00,17.0,59.5,9.1,
43,2019-01-31 14:00:00,19.0,49.5,8.2,
44,2019-01-31 14:30:00,20.5,44.0,7.8,
45,2019-01-31 15:00:00,20.0,43.0,7.1,
46,2019-01-31 15:30:00,19.5,42.0,6.3,
47,2019-01-31 16:00:00,18.5,41.5,5.2,
48,2019-01-31 16:30:00,17.0,43.5,4.5,
49,2019-01-31 17:00:00,16.0,46.5,4.6,
50,2019-01-31 17:30:00,14.0,54.0,4.9,
51,2019-01-31 18:00:00,12.5,60.0,5.0,
52,2019-01-31 18:30:00,12.0,64.0,5.4,
53,2019-01-31 19:00:00,11.0,65.0,4.7,
54,2019-01-31 19:30:00,11.0,65.0,4.7,
55,2019-01-31 20:00:00,10.5,66.5,4.5,
56,2019-01-31 20:30:00,10.0,67.0,4.2,
57,2019-01-31 21:00:00,10.0,68.0,4.4,
58,2019-01-31 21:30:00,10.0,69.0,4.6,
59,2019-01-31 22:00:00,10.0,69.5,4.7,
60,2019-01-31 22:30:00,9.5,69.5,4.2,
61,2019-01-31 23:00:00,9.5,70.0,4.3,
62,2019-01-31 23:30:00,9.5,70.5,4.4,
63,2019-02-01 00:00:00,9.5,71.0,4.5,
64,2019-02-01 00:30:00,9.5,71.5,4.6,
65,2019-02-01 01:00:00,9.5,71.0,4.5,
66,2019-02-01 01:30:00,9.0,71.0,4.0,
67,2019-02-01 02:00:00,9.0,71.0,4.0,
68,2019-02-01 02:30:00,9.0,71.5,4.1,
69,2019-02-01 03:00:00,9.0,71.5,4.1,
70,2019-02-01 03:30:00,9.0,72.0,4.2,
71,2019-02-01 04:00:00,9.0,72.5,4.3,
72,2019-02-01 04:30:00,9.0,74.0,4.6,
73,2019-02-01 05:00:00,9.0,75.5,4.9,
74,2019-02-01 05:30:00,9.0,76.0,5.0,
75,2019-02-01 06:00:00,9.0,76.5,5.1,
76,2019-02-01 06:30:00,9.0,77.0,5.2,
77,2019-02-01 07:00:00,9.0,78.0,5.4,
78,2019-02-01 07:30:00,9.0,78.0,5.4,
79,2019-02-01 08:00:00,9.0,77.5,5.3,
80,2019-02-01 08:30:00,9.0,78.0,5.4,
81,2019-02-01 09:00:00,9.0,80.0,5.7,
82,2019-02-01 09:30:00,9.5,81.5,6.5,
83,2019-02-01 10:00:00,11.0,81.0,7.9,
84,2019-02-01 10:30:00,12.0,78.5,8.4,
85,2019-02-01 11:00:00,13.0,76.0,8.9,
86,2019-02-01 11:30:00,14.5,72.0,9.5,
87,2019-02-01 12:00:00,15.0,69.0,9.4,
88,2019-02-01 12:30:00,15.5,64.5,8.8,
89,2019-02-01 13:00:00,16.5,63.0,9.4,
90,2019-02-01 13:30:00,16.5,61.0,9.0,
91,2019-02-01 14:00:00,16.5,58.5,8.3,
92,2019-02-01 14:30:00,16.0,57.0,7.5,
93,2019-02-01 15:00:00,15.5,57.0,7.0,
94,2019-02-01 15:30:00,15.0,58.0,6.8,
95,2019-02-01 16:00:00,14.5,59.5,6.7,
96,2019-02-01 16:30:00,14.0,60.0,6.4,
97,2019-02-01 17:00:00,13.0,61.5,5.8,
98,2019-02-01 17:30:00,12.0,63.0,5.2,
99,2019-02-01 18:00:00,11.5,64.0,4.9,
100,2019-02-01 18:30:00,11.0,66.5,5.0,
101,2019-02-01 19:00:00,11.0,68.0,5.3,
102,2019-02-01 19:30:00,10.5,70.0,5.3,
103,2019-02-01 20:00:00,10.5,71.5,5.6,
104,2019-02-01 20:30:00,10.0,72.5,5.3,
105,2019-02-01 21:00:00,10.0,73.0,5.4,
106,2019-02-01 21:30:00,10.0,73.0,5.4,
107,2019-02-01 22:00:00,9.5,74.0,5.1,
108,2019-02-01 22:30:00,9.5,74.5,5.2,
109,2019-02-01 23:00:00,9.5,74.0,5.1,
110,2019-02-01 23:30:00,9.5,73.5,5.0,
111,2019-02-02 00:00:00,9.0,74.0,4.6,
112,2019-02-02 00:30:00,9.0,74.0,4.6,
113,2019-02-02 01:00:00,9.0,74.0,4.6,
114,2019-02-02 01:30:00,9.0,74.5,4.7,
115,2019-02-02 02:00:00,9.0,74.0,4.6,
116,2019-02-02 02:30:00,8.5,74.5,4.2,
117,2019-02-02 03:00:00,8.5,75.0,4.3,
118,2019-02-02 03:30:00,8.5,75.5,4.4,
119,2019-02-02 04:00:00,8.5,75.5,4.4,
120,2019-02-02 04:30:00,8.5,75.5,4.4,
121,2019-02-02 05:00:00,8.5,76.5,4.6,
122,2019-02-02 05:30:00,8.5,76.5,4.6,
123,2019-02-02 06:00:00,8.5,76.5,4.6,
124,2019-02-02 06:30:00,8.5,76.5,4.6,
125,2019-02-02 07:00:00,8.5,77.0,4.7,
126,2019-02-02 07:30:00,8.5,77.0,4.7,
127,2019-02-02 08:00:00,8.5,77.5,4.8,
128,2019-02-02 08:30:00,8.5,77.5,4.8,
129,2019-02-02 09:00:00,8.5,79.0,5.1,
130,2019-02-02 09:30:00,9.0,78.0,5.4,
131,2019-02-02 10:00:00,9.5,77.5,5.8,
132,2019-02-02 10:30:00,10.0,76.5,6.1,
133,2019-02-02 11:00:00,12.0,76.5,8.0,
134,2019-02-02 11:30:00,15.0,73.0,10.2,
135,2019-02-02 12:00:00,17.0,67.0,10.8,
136,2019-02-02 12:30:00,19.0,61.5,11.4,
137,2019-02-02 13:00:00,21.0,55.5,11.8,
138,2019-02-02 13:30:00,22.5,50.5,11.7,
139,2019-02-02 14:00:00,23.0,47.5,11.2,
140,2019-02-02 14:30:00,22.5,46.5,10.5,
141,2019-02-02 15:00:00,22.0,46.0,9.9,
142,2019-02-02 15:30:00,20.5,48.0,9.1,
143,2019-02-02 16:00:00,19.0,50.5,8.5,
144,2019-02-02 16:30:00,17.0,53.0,7.4,
145,2019-02-02 17:00:00,15.5,56.0,6.8,
146,2019-02-02 17:30:00,14.5,60.0,6.8,
147,2019-02-02 18:00:00,13.5,61.5,6.3,
148,2019-02-02 18:30:00,13.0,63.0,6.1,
149,2019-02-02 19:00:00,12.5,64.5,6.0,
150,2019-02-02 19:30:00,12.0,66.0,5.9,
151,2019-02-02 20:00:00,11.5,66.5,5.5,
152,2019-02-02 20:30:00,11.5,67.5,5.7,
153,2019-02-02 21:00:00,11.0,68.0,5.3,
154,2019-02-02 21:30:00,11.0,69.0,5.5,
155,2019-02-02 22:00:00,11.0,69.5,5.6,
156,2019-02-02 22:30:00,10.5,69.5,5.2,
157,2019-02-02 23:00:00,10.5,70.0,5.3,
158,2019-02-02 23:30:00,10.0,71.0,5.0,
159,2019-02-03 00:00:00,10.0,72.0,5.2,
160,2019-02-03 00:30:00,10.0,72.5,5.3,
161,2019-02-03 01:00:00,10.0,73.0,5.4,
162,2019-02-03 01:30:00,9.5,72.5,4.8,
163,2019-02-03 02:00:00,9.5,71.5,4.6,
164,2019-02-03 02:30:00,9.0,72.0,4.2,
165,2019-02-03 03:00:00,9.0,72.5,4.3,
166,2019-02-03 03:30:00,9.0,72.5,4.3,
167,2019-02-03 04:00:00,9.0,72.5,4.3,
168,2019-02-03 04:30:00,9.0,73.5,4.5,
169,2019-02-03 05:00:00,8.5,73.5,4.0,
170,2019-02-03 05:30:00,8.5,73.5,4.0,
171,2019-02-03 06:00:00,8.5,74.0,4.1,
172,2019-02-03 06:30:00,8.5,73.5,4.0,
173,2019-02-03 07:00:00,8.5,73.0,3.9,
174,2019-02-03 07:30:00,8.5,72.0,3.8,
175,2019-02-03 08:00:00,8.0,71.0,3.1,
176,2019-02-03 08:30:00,8.0,70.0,2.9,
177,2019-02-03 09:00:00,7.5,71.0,2.6,
178,2019-02-03 09:30:00,8.0,71.5,3.2,
179,2019-02-03 10:00:00,8.0,71.5,3.2,
180,2019-02-03 10:30:00,8.5,70.5,3.5,
181,2019-02-03 11:00:00,8.5,69.5,3.3,
182,2019-02-03 11:30:00,9.0,70.0,3.8,
183,2019-02-03 12:00:00,9.0,70.0,3.8,
184,2019-02-03 12:30:00,9.0,69.5,3.7,
185,2019-02-03 13:00:00,9.0,69.0,3.6,
186,2019-02-03 13:30:00,9.0,68.5,3.5,
187,2019-02-03 14:00:00,9.5,68.0,3.9,
188,2019-02-03 14:30:00,9.5,67.5,3.8,
189,2019-02-03 15:00:00,9.5,67.5,3.8,
190,2019-02-03 15:30:00,9.5,68.0,3.9,
191,2019-02-03 16:00:00,9.5,68.5,4.0,
192,2019-02-03 16:30:00,9.0,69.0,3.6,
193,2019-02-03 17:00:00,8.5,69.5,3.3,
194,2019-02-03 17:30:00,8.0,70.5,3.0,
195,2019-02-03 18:00:00,7.5,71.5,2.7,
196,2019-02-03 18:30:00,8.0,71.5,3.2,
197,2019-02-03 19:00:00,8.5,70.5,3.5,
198,2019-02-03 19:30:00,8.5,70.0,3.4,
199,2019-02-03 20:00:00,8.5,70.5,3.5,
200,2019-02-03 20:30:00,8.5,70.0,3.4,
201,2019-02-03 21:00:00,8.5,70.0,3.4,
202,2019-02-03 21:30:00,8.5,70.0,3.4,
203,2019-02-03 22:00:00,8.5,70.5,3.5,
204,2019-02-03 22:30:00,8.0,70.5,3.0,
205,2019-02-03 23:00:00,8.0,70.0,2.9,
206,2019-02-03 23:30:00,8.0,70.5,3.0,
207,2019-02-04 00:00:00,8.0,71.0,3.1,
208,2019-02-04 00:30:00,7.5,71.5,2.7,
209,2019-02-04 01:00:00,7.5,72.5,2.9,
210,2019-02-04 01:30:00,7.5,73.5,3.1,
211,2019-02-04 02:00:00,7.5,73.0,3.0,
212,2019-02-04 02:30:00,7.5,73.0,3.0,
213,2019-02-04 03:00:00,7.5,72.5,2.9,
214,2019-02-04 03:30:00,7.5,72.0,2.8,
215,2019-02-04 04:00:00,7.5,71.5,2.7,
216,2019-02-04 04:30:00,7.0,71.5,2.2,
217,2019-02-04 05:00:00,7.0,72.0,2.3,
218,2019-02-04 05:30:00,7.0,72.0,2.3,
219,2019-02-04 06:00:00,7.0,70.5,2.0,
220,2019-02-04 06:30:00,7.0,69.0,1.7,
221,2019-02-04 07:00:00,7.0,68.0,1.5,
222,2019-02-04 07:30:00,7.0,70.5,2.0,
223,2019-02-04 08:00:00,7.5,74.0,3.2,
224,2019-02-04 08:30:00,7.5,75.5,3.5,
225,2019-02-04 09:00:00,7.5,78.0,3.9,
226,2019-02-04 09:30:00,8.5,79.5,5.2,
227,2019-02-04 10:00:00,10.5,80.0,7.2,
228,2019-02-04 10:30:00,13.5,75.0,9.2,
229,2019-02-04 11:00:00,16.0,68.0,10.1,
230,2019-02-04 11:30:00,17.0,60.5,9.3,
231,2019-02-04 12:00:00,18.5,57.5,10.0,
232,2019-02-04 12:30:00,19.5,54.5,10.1,
